x,y,temp,PA,t
6.1581936,45.06653,4.95,false,16
6.016527,45.058193,9.25,false,16
6.0581937,45.27486,4.95,false,16
6.091527,45.091526,0.65,false,16
6.0581937,45.01653,9.55,false,16
6.291527,45.09986,-2.75,false,16
6.233194,45.19986,1.55,false,16
6.191527,45.208195,-0.55,false,16
6.1998606,45.291527,4.05,true,16
6.0415273,45.291527,2.35,false,16
6.22486,45.183193,2.25,false,16
6.1331935,45.09986,-3.65,false,16
6.2831936,45.091526,-2.95,false,16
6.091527,45.041527,7.35,false,16
6.108194,45.01653,2.05,false,16
6.0581937,45.22486,-2.15,false,16
6.0498605,45.183193,2.35,false,16
6.1581936,45.208195,-1.35,false,16
6.1581936,45.14153,-3.65,false,16
6.22486,45.14153,-0.75,false,16
6.0581937,45.291527,4.55,false,16
6.1331935,45.241528,-3.35,false,16
6.09986,45.283195,0.85,false,16
6.0248604,45.19153,3.75,true,16
6.1248603,45.166527,-1.35,false,16
6.191527,45.091526,0.25,false,16
6.208194,45.09986,-1.05,false,16
6.108194,45.083195,0.15,false,16
6.0331936,45.283195,2.65,false,16
6.0248604,45.233192,-0.65,false,16
6.066527,45.26653,4.55,true,16
6.0248604,45.241528,-0.35,false,16
6.2748604,45.033195,3.35,true,16
6.2581935,45.01653,-3.25,false,16
6.2498603,45.06653,-0.65,false,16
6.2748604,45.133194,0.25,false,16
6.066527,45.133194,5.35,false,16
6.1331935,45.091526,-1.85,false,16
6.22486,45.133194,-0.15,false,16
6.1998606,45.083195,2.35,false,16
6.091527,45.19153,0.25,false,16
6.0081935,45.06653,8.95,false,16
6.0581937,45.19986,3.85,true,16
6.2581935,45.19986,4.65,false,16
6.1581936,45.049862,3.55,false,16
6.1248603,45.216526,0.55,false,16
6.1748605,45.24986,2.45,false,16
6.108194,45.116528,-3.65,false,17
6.141527,45.166527,-4.65,false,17
6.066527,45.26653,4.55,true,17
6.2748604,45.06653,1.45,false,17
6.1831937,45.283195,0.95,false,17
6.066527,45.24986,0.05,false,17
6.2581935,45.12486,-3.75,false,17
6.0331936,45.19153,5.95,false,17
6.22486,45.27486,4.15,true,17
6.0581937,45.291527,4.55,true,17
6.2831936,45.091526,-2.95,false,17
6.0748606,45.091526,1.85,false,17
6.266527,45.14986,-0.15,false,17
6.083194,45.216526,-1.65,false,17
6.1331935,45.158195,-4.35,false,17
6.1665273,45.216526,-0.45,false,17
6.2831936,45.01653,-1.25,false,17
6.141527,45.24986,-1.65,false,17
6.2581935,45.09986,-0.55,false,17
6.108194,45.041527,6.35,false,17
6.1331935,45.22486,0.95,false,17
6.208194,45.07486,-0.55,false,17
6.208194,45.06653,-0.15,false,17
6.0331936,45.158195,6.75,false,17
6.09986,45.02486,4.65,false,17
6.1748605,45.133194,0.35,false,17
6.1581936,45.116528,-0.75,false,17
6.1665273,45.258194,-1.25,false,17
6.1498604,45.174862,-4.35,false,17
6.016527,45.283195,5.25,false,17
6.0248604,45.166527,4.85,true,17
6.1831937,45.216526,-1.05,false,17
6.016527,45.033195,4.05,true,17
6.066527,45.049862,2.85,true,17
6.066527,45.19153,1.55,false,17
6.22486,45.12486,-0.55,false,17
6.0415273,45.241528,0.05,false,17
6.208194,45.24986,1.15,false,17
6.016527,45.058193,9.25,false,17
6.0415273,45.208195,4.85,true,17
6.0498605,45.166527,3.25,true,17
6.2498603,45.09986,-0.25,false,17
6.108194,45.258194,1.85,false,17
6.1581936,45.14986,-5.55,false,17
6.233194,45.116528,-2.85,false,17
6.016527,45.208195,0.55,false,17
6.2831936,45.258194,4.55,true,17
6.191527,45.116528,1.25,false,17
6.0498605,45.09986,1.95,false,17
6.22486,45.233192,-0.05,false,17
6.0748606,45.058193,2.45,false,17
6.216527,45.033195,5.55,false,17
6.1498604,45.058193,5.45,false,17
6.0331936,45.116528,8.35,false,17
6.1581936,45.233192,0.75,false,17
6.141527,45.058193,5.15,true,17
6.2498603,45.216526,2.65,false,17
6.091527,45.108192,-1.15,false,17
6.0248604,45.01653,2.35,false,17
6.291527,45.02486,0.65,false,17
6.233194,45.283195,4.95,false,17
6.0498605,45.24986,2.65,true,17
6.2748604,45.233192,5.05,true,17
6.1831937,45.241528,1.15,false,17
6.141527,45.14153,-5.45,false,17
6.0498605,45.041527,9.65,false,17
6.241527,45.158195,-2.25,false,17
6.141527,45.091526,-0.25,false,17
6.0415273,45.041527,9.75,false,17
6.191527,45.14153,-1.35,false,17
6.266527,45.049862,1.05,false,17
6.108194,45.01653,2.05,false,17
6.1831937,45.14153,-1.85,false,17
6.108194,45.183193,-0.25,false,17
6.0081935,45.116528,9.45,false,17
6.141527,45.14986,-7.15,false,17
6.0248604,45.07486,9.05,false,17
6.083194,45.174862,1.75,false,17
6.1748605,45.008194,-0.75,false,17
6.22486,45.116528,-1.85,false,17
6.09986,45.008194,2.05,false,17
6.2748604,45.083195,-0.35,false,17
6.016527,45.19153,2.55,false,17
6.141527,45.108192,-2.25,false,17
6.2831936,45.291527,1.35,false,17
6.1831937,45.12486,-0.45,false,17
6.1665273,45.19986,-1.85,false,17
6.083194,45.01653,5.55,true,17
6.0581937,45.174862,-0.45,false,17
6.2581935,45.174862,1.95,false,18
6.216527,45.19986,2.15,false,18
6.0248604,45.241528,-0.35,false,18
6.0581937,45.208195,4.25,true,18
6.016527,45.14153,3.25,true,18
6.0248604,45.008194,2.05,false,18
6.0415273,45.033195,9.65,false,18
6.116527,45.19986,3.15,true,18
6.0498605,45.14986,6.45,false,18
6.0248604,45.14986,3.65,true,18
6.1498604,45.133194,-4.25,false,18
6.266527,45.174862,2.65,false,18
6.09986,45.12486,-3.05,false,18
6.116527,45.158195,-1.25,false,18
6.083194,45.008194,3.15,false,18
6.2748604,45.19153,5.15,false,18
6.0248604,45.233192,-0.65,false,18
6.0081935,45.083195,9.65,false,18
6.2581935,45.116528,-3.35,false,18
6.2581935,45.158195,-1.15,false,18
6.291527,45.166527,0.85,false,18
6.0331936,45.19986,4.85,true,18
6.1331935,45.241528,-3.35,false,18
6.0415273,45.183193,5.25,true,18
6.1248603,45.14153,-4.65,false,18
6.1831937,45.14986,-2.05,false,18
6.208194,45.108192,-1.95,false,18
6.066527,45.033195,6.85,false,18
6.083194,45.158195,5.55,false,18
6.0748606,45.291527,7.35,false,18
6.091527,45.12486,-0.35,false,18
6.1581936,45.108192,0.65,false,18
6.1665273,45.033195,6.65,false,18
6.22486,45.12486,-0.55,false,18
6.1248603,45.041527,7.95,false,18
6.0415273,45.041527,9.75,false,18
6.2581935,45.24986,3.05,true,18
6.141527,45.291527,-3.65,false,18
6.0248604,45.22486,0.75,false,18
6.0748606,45.108192,1.65,false,18
6.22486,45.008194,-4.45,false,18
6.0581937,45.06653,5.15,false,18
6.108194,45.26653,0.75,false,18
6.291527,45.041527,4.35,false,18
6.2831936,45.058193,1.95,false,18
6.1665273,45.01653,-0.35,false,18
6.083194,45.083195,2.15,false,18
6.1998606,45.07486,0.85,false,18
6.091527,45.24986,-0.95,false,18
6.066527,45.06653,3.35,true,18
6.108194,45.166527,2.55,false,18
6.0331936,45.07486,7.05,false,18
6.216527,45.091526,-0.65,false,18
6.216527,45.058193,-0.15,false,18
6.108194,45.174862,0.95,false,18
6.0081935,45.07486,9.65,false,18
6.22486,45.158195,0.75,false,18
6.1581936,45.09986,2.75,false,18
6.1581936,45.27486,1.85,false,18
6.216527,45.24986,0.75,false,18
6.208194,45.22486,1.25,false,18
6.0081935,45.183193,1.85,false,18
6.0331936,45.291527,2.85,false,18
6.1665273,45.058193,2.35,false,18
6.0081935,45.174862,1.35,false,18
6.1248603,45.049862,5.95,false,18
6.083194,45.19986,3.55,true,18
6.22486,45.116528,-1.85,false,18
6.191527,45.27486,4.25,true,18
6.1581936,45.06653,4.95,false,18
6.1331935,45.166527,-2.65,false,18
6.208194,45.041527,2.65,false,18
6.0081935,45.041527,3.55,true,18
6.1498604,45.158195,-5.45,false,18
6.1498604,45.041527,6.95,false,18
6.2498603,45.258194,2.05,false,18
6.2748604,45.233192,5.05,false,18
6.1331935,45.26653,-3.05,false,18
6.1498604,45.174862,-4.35,false,18
6.0748606,45.083195,2.75,false,18
6.1248603,45.208195,2.55,false,18
6.016527,45.19986,1.65,false,18
6.0498605,45.158195,4.35,true,18
6.091527,45.19153,0.25,false,18
6.1831937,45.19986,-1.65,false,18
6.09986,45.01653,3.45,false,18
6.0498605,45.008194,6.65,false,18
6.0248604,45.058193,9.65,false,18
6.083194,45.116528,0.65,false,18
6.191527,45.258194,4.25,true,18
6.116527,45.183193,-1.05,false,18
6.2581935,45.166527,1.25,false,18
6.0081935,45.14986,0.35,false,18
6.191527,45.12486,1.35,false,18
6.016527,45.26653,3.45,true,18
6.241527,45.19986,2.05,false,18
6.22486,45.033195,5.55,false,18
6.0415273,45.258194,2.75,true,18
6.1498604,45.208195,-0.45,false,18
6.1498604,45.216526,0.45,false,18
6.1498604,45.091526,2.15,false,18
6.1748605,45.07486,3.65,true,18
6.2831936,45.14986,2.85,false,18
6.2581935,45.233192,2.95,false,18
6.09986,45.291527,2.85,false,18
6.116527,45.26653,-0.95,false,18
6.1998606,45.083195,2.35,false,18
6.22486,45.208195,3.65,true,18
6.0498605,45.049862,7.45,false,18
6.108194,45.183193,-0.25,false,19
6.1665273,45.216526,-0.45,false,19
6.1498604,45.12486,-3.45,false,19
6.1998606,45.083195,2.35,true,19
6.0248604,45.058193,9.65,false,19
6.016527,45.14153,3.25,true,19
6.22486,45.12486,-0.55,false,19
6.291527,45.02486,0.65,false,19
6.2498603,45.033195,4.95,false,19
6.22486,45.041527,0.45,false,19
6.216527,45.058193,-0.15,false,19
6.1498604,45.166527,-5.95,false,19
6.116527,45.116528,-5.25,false,19
6.108194,45.233192,-3.35,false,19
6.0331936,45.174862,7.25,false,19
6.291527,45.033195,3.45,false,19
6.09986,45.241528,-3.25,false,19
6.091527,45.12486,-0.35,false,19
6.208194,45.258194,2.45,false,19
6.2581935,45.19153,4.05,true,19
6.1748605,45.241528,2.35,false,19
6.1831937,45.19153,-1.25,false,19
6.0331936,45.19153,5.95,false,19
6.1998606,45.14153,0.75,false,19
6.108194,45.216526,-1.75,false,19
6.1998606,45.01653,-2.65,false,19
6.108194,45.208195,0.55,false,19
6.208194,45.241528,-0.55,false,19
6.1665273,45.02486,1.55,false,19
6.116527,45.091526,-1.35,false,19
6.083194,45.02486,7.95,false,19
6.1831937,45.091526,0.45,false,19
6.191527,45.27486,4.25,true,19
6.291527,45.14986,0.85,false,19
6.22486,45.27486,4.15,true,19
6.266527,45.14153,-1.05,false,19
6.22486,45.133194,-0.15,false,19
6.1498604,45.083195,3.05,true,19
6.016527,45.291527,6.35,false,19
6.1998606,45.19153,1.25,false,19
6.0498605,45.258194,4.55,false,19
6.0331936,45.091526,3.95,true,19
6.2748604,45.058193,2.55,false,19
6.09986,45.19153,0.45,false,19
6.0081935,45.283195,6.75,false,19
6.241527,45.09986,-0.05,false,19
6.2581935,45.258194,2.35,false,19
6.191527,45.291527,3.55,true,19
6.2831936,45.033195,3.15,false,19
6.141527,45.09986,-1.75,false,19
6.2498603,45.041527,1.65,false,19
6.066527,45.008194,6.65,false,19
6.216527,45.233192,-0.55,false,19
6.1748605,45.033195,6.35,false,19
6.191527,45.033195,6.25,false,19
6.1498604,45.258194,-2.35,false,19
6.066527,45.06653,3.35,true,19
6.266527,45.06653,1.95,false,19
6.083194,45.116528,0.65,false,19
6.141527,45.166527,-4.65,false,19
6.1748605,45.133194,0.35,false,19
6.0081935,45.22486,1.05,false,19
6.016527,45.19153,2.55,true,19
6.2748604,45.02486,-0.35,false,19
6.0331936,45.02486,5.05,false,19
6.016527,45.116528,9.35,false,19
6.0415273,45.008194,5.45,false,19
6.233194,45.033195,5.35,false,19
6.216527,45.241528,-0.75,false,19
6.0498605,45.14153,8.55,false,19
6.083194,45.291527,6.25,false,19
6.141527,45.24986,-1.65,false,19
6.0331936,45.033195,8.35,false,19
6.0748606,45.19986,3.65,true,19
6.1831937,45.158195,-2.95,false,19
6.1581936,45.233192,0.75,false,19
6.066527,45.14153,6.35,false,19
6.0748606,45.233192,-0.45,false,19
6.091527,45.174862,2.65,false,19
6.241527,45.12486,-2.65,false,19
6.2581935,45.22486,2.55,false,19
6.1581936,45.008194,-0.75,false,19
6.108194,45.283195,-0.05,false,19
6.141527,45.241528,-2.55,false,19
6.09986,45.02486,4.65,true,19
6.09986,45.108192,-2.35,false,19
6.0748606,45.02486,8.45,false,19
6.1748605,45.01653,-0.45,false,19
6.066527,45.19986,4.85,true,19
6.0081935,45.19153,0.95,false,19
6.1581936,45.174862,-4.65,false,19
6.091527,45.22486,-2.15,false,19
6.091527,45.216526,-2.45,false,19
6.208194,45.083195,0.85,false,19
6.2831936,45.09986,-3.25,false,19
6.09986,45.216526,-2.35,false,19
6.066527,45.283195,6.55,false,19
6.0581937,45.19986,3.85,true,19
6.091527,45.291527,4.85,false,19
6.1831937,45.07486,3.05,false,19
6.1665273,45.27486,2.15,false,19
6.2581935,45.058193,-0.45,false,19
6.1331935,45.058193,2.65,false,19
6.0331936,45.19986,4.85,false,19
6.191527,45.19153,0.05,false,19
6.0581937,45.258194,3.15,true,19
6.0498605,45.216526,1.65,false,19
6.116527,45.133194,-4.35,false,19
6.108194,45.09986,-3.85,false,19
6.241527,45.06653,-1.75,false,19
6.1331935,45.14153,-6.75,false,19
6.1331935,45.19153,1.25,false,19
6.091527,45.283195,2.65,false,19
6.233194,45.27486,4.15,true,19
6.091527,45.24986,-0.95,false,19
6.016527,45.02486,3.25,false,19
6.1665273,45.083195,3.25,false,19
6.233194,45.133194,-0.15,false,19
6.0081935,45.183193,1.85,false,19
6.22486,45.09986,-1.25,false,19
6.1748605,45.14986,-3.35,false,19
6.1665273,45.008194,-0.65,false,19
6.233194,45.008194,-4.95,false,19
6.216527,45.12486,-0.35,false,19
6.1498604,45.033195,6.05,false,19
6.0498605,45.174862,2.35,false,19
6.1998606,45.233192,-0.45,false,19
6.108194,45.049862,4.65,true,19
6.1581936,45.108192,0.65,false,19
6.216527,45.22486,1.85,false,19
6.016527,45.233192,-0.15,false,19
6.1498604,45.07486,4.15,true,19
6.09986,45.14986,1.05,false,19
6.1998606,45.058193,-0.65,false,19
6.1581936,45.09986,2.75,false,20
6.0498605,45.033195,9.65,false,20
6.066527,45.174862,-0.95,false,20
6.0748606,45.091526,1.85,false,20
6.233194,45.133194,-0.15,false,20
6.191527,45.033195,6.25,false,20
6.116527,45.12486,-4.95,false,20
6.266527,45.06653,1.95,false,20
6.233194,45.216526,4.05,true,20
6.241527,45.041527,1.05,false,20
6.083194,45.183193,-0.55,false,20
6.291527,45.216526,2.85,false,20
6.22486,45.258194,2.05,false,20
6.091527,45.174862,2.65,false,20
6.1248603,45.01653,3.35,true,20
6.016527,45.07486,9.55,false,20
6.0748606,45.133194,4.15,true,20
6.1998606,45.19153,1.25,false,20
6.0331936,45.158195,6.75,false,20
6.1498604,45.083195,3.05,false,20
6.1665273,45.26653,-0.55,false,20
6.2748604,45.183193,4.35,true,20
6.091527,45.008194,2.85,true,20
6.1748605,45.008194,-0.75,false,20
6.1331935,45.041527,7.65,false,20
